icao,iata,name,callsign,country,active
AFS,"",Air Data,"",United Kingdom,N
AHM,"",Garrison Aviation,AIR HURON,Canada,N
AHW,HT,Aeromist-Kharkiv,AEROMIST,Ukraine,N
AIV,"",Airvias S/A Linhas Aereas,AIRVIAS,Brazil,N
AIZ,IZ,Arkia Israel Airlines,ARKIA,Israel,Y
AKG,"",84 Squadron Royal Air Force @ RAF Akrotiri,GRIFTER,United Kingdom,N
AKR,"",Arctic Air,Arctic Norway,Norway,N
ALE,"",Aeroalas Colombia,AEROALAS,Colombia,N
AMX,AM,AeroMéxico,AEROMEXICO,Mexico,Y
ANB,"",Air Navigation And Trading Co. Ltd.,AIR NAV,United Kingdom,N
ANM,"",Antares Airtransport, Maintenance & Service GmbH,ANTARES,N
AOG,2D,Aero VIP,AVIP,Argentina,N
APT,"",LAP Colombia - Lineas Aereas Petroleras, S.A.,LAP,N
ASC,"",Air Star Corporation,AIR STAR,Canada,N
ASD,4D,Air Sinai,AIR SINAI,Egypt,Y
ASO,"",Aero Slovakia,AERO NITRA,Slovakia,N
ATD,"",Aerotours Dominicana,AEROTOURS,Dominican Republic,N
AVA,AV,Avianca - Aerovias Nacionales de Colombia, S.A.,AVIANCA,Y
AVF,"",Aviair Aviation Ltd.,CARIBOO,Canada,N
AWS,"",Arab Wings,ARAB WINGS,Jordan,N
AYK,"",Aykavia Aircompany,"",Armenia,N
BAP,"",Trans International Express Aviation,BIG APPLE,United States,N
BCY,WX,CityJet,CITY-IRELAND,Ireland,Y
BGA,"",Airbus Transport International,BELOUGA,France,N
BGD,B9,Air Bangladesh,AIR BANGLA,Bangladesh,Y
BHP,4T,Belair Airlines,BELAIR,Switzerland,Y
BKF,"",BF-Lento OY,BAKERFLIGHT,Finland,Y
BKY,BU,Blue Sky America,"",United States,N
BMA,BD,bmi,MIDLAND,United Kingdom,Y
BNL,"",Blue Nile Ethiopia Trading,NILE TRADING,Ethiopia,N
BPS,"",Budapest Aircraft Services/Manx2,BASE,Hungary,Y
BPT,"",Bonus Aviation,BONUS,United Kingdom,N
BRB,7R,BRA-Transportes Aereos,BRA-TRANSPAEREOS,Brazil,N
BRF,"",Air Bravo,AIR BRAVO,Uganda,N
BRX,"",Buffalo Express Airlines,BUFF EXPRESS,United States,N
BRY,"",Burundayavia,BURAIR,Kazakhstan,N
BSS,"",Bissau Aero Transporte,BISSAU AIRSYSTEM,Guinea-Bissau,N
BUU,BU,Baikotovitchestrian Airlines ,"",American Samoa,Y
BVA,"",Buffalo Airways,BUFFALO AIR,United States,N
BVN,"",Baron Aviation Services,SHOW-ME,United States,N
CAZ,"",Cat Aviation,EUROCAT,Switzerland,N
CBF,CJ,China Northern Airlines,CHINA NORTHERN,China,N
CBN,"",Swedish Civil Aviation Administration,CALIBRATION,Sweden,N
CBO,"",Aerotaxi del Cabo,TAXI CABO,Mexico,N
CCM,XK,Corse-Mediterranee,CORSICA,France,Y
CCW,"",Coptrade Air Transport,COPTRADE AIR,Sudan,N
CDL,"",Sunbird Airlines,CAROLINA,United States,N
CEC,"",Celtic Airways,CELTAIR,United Kingdom,N
CHU,"",Church Aircraft,CHURCHAIR,United States,N
CMF,"",Air Care Alliance,COMPASSION,United States,N
CMG,"",Comet Airlines,SUNSPY,Nigeria,N
CNA,7N,Centavia,"",Serbia,N
COE,"",Comtel Air,"",Austria,Y
COP,"",Copper State Air Service,COPPER STATE,United States,N
CPL,"",Chaparral Airlines,CHAPARRAL,United States,N
CPX,"",Capital Air Service,CAPAIR,United States,N
CR1,9J,Regionalia Chile,"",Chile,Y
CRF,NV,Air Central,AIR CENTRAL,Japan,N
CRS,"",Comercial Aerea,COMERCIAL AEREA,Mexico,N
CRX,"",Cross Aviation,CROSSAIR,United Kingdom,N
CVT,"",Peran,CVETA,Kazakhstan,N
CVU,"",Grand Canyon Airlines,CANYON VIEW,United States,N
CXI,8C,Shanxi Airlines,SHANXI,China,N
CXN,"",China Southwest Airlines,CHINA SOUTHWEST,China,N
CYE,"",Aerocheyenne,AEROCHEYENNE,Mexico,N
CYL,"",Air One Cityliner,CITYLINER,Italy,N
DAE,"",DHL Aero Expreso,YELLOW,Panama,N
DCV,"",Discover Air,DISCOVER,United States,N
DLU,"",Aerolineas Del Sur,DEL SUR,Chile,N
DME,"",Royal Flight,"",Russia,Y
DMI,"",Aeroservicios Dinamicos,AERODINAMICO,Mexico,N
DSQ,"",Dasab Airlines,DASAB AIR,Uganda,N
DXP,"",Dallas Express Airlines,DALLAS EXPRESS,United States,N
DXT,"",Dexter (DXT),Dexter,Russia,N
DYN,"",Aero Dynamics,AERO DYNAMIC,United States,N
EAV,13,Eastern Atlantic Virtual Airlines,EAVA,United States,Y
EET,"",Air Este,AESTE,Spain,N
EHN,"",East Horizon,EAST HORIZON,Afghanistan,Y
EIC,"",Express International Cargo,EXCARGO,S,N
EJT,"",Eclipse Aviation,ECLIPSE JET,United States,N
EKA,"",Equaflight Service,EQUAFLIGHT,Republic of the Congo,N
END,"",Arrendoora y Transportadora Aerea,ARRENDADORA,Mexico,N
ENJ,"",Enerjet,ENERJET AIR,Canada,Y
ENT,"",DAT Enterprise Limited,DATENT,United Kingdom,N
EVM,"",Natural Environment Research Council,SCIENCE,United Kingdom,N
EWS,"",Enterprise World Airways,WORLD ENTERPRISE,Democratic Republic of the Congo,N
EXV,8D,Expo Aviation,EXPOAVIA,Sri Lanka,N
FAD,"",Rog-Air,AIR FRONTIER,Canada,N
FAR,"",Falcon Air,FALCAIR,Slovenia,N
FAV,"",Fair Aviation,FAIRAVIA,South Africa,N
FII,"",Aerodata Flight Inspection,FLIGHT CHECKER,Germany,N
FLL,"",Federal Airlines,FEDERAL AIRLINES,Sweden,N
FNK,"",Feniks Airline,AURIKA,Kazakhstan,N
FOR,"",Formula One Management,FORMULA,United Kingdom,N
FSB,"",FSB Flugservice & Development,SEABIRD,Germany,N
FTM,"",Flyteam Aviation,FLYTEAM,United Kingdom,N
FTP,"",Keystone Aerial Surveys,FOOTPRINT,United States,N
FTY,"",ABC Bedarsflug,FLY TYROL,Austria,N
FXI,NY,Air Iceland,FAXI,Iceland,Y
FXT,"",Flexflight,"",Denmark,N
FYH,"",Flyhy Cargo Airlines,FLY HIGH,Thailand,Y
GAQ,"",Golfe Air Quebec,GOLFAIR,Canada,N
GAR,"",Commodore Aviation,"",Australia,N
GAT,"",Gulf Air Inc,GULF TRANS,United States,N
GDH,"",Guneydogu Havacilik Isletmesi,RISING SUN,Turkey,N
GFG,QB,Georgian National Airlines,NATIONAL,Georgia,Y
GFT,"",Gulfstream International Airlines,GULF FLIGHT,United States,Y
GHN,"",Air Ghana,AIR GHANA,Ghana,N
GJB,"",Trans-Air-Link,SKY TRUCK,United States,N
GMG,"",GM Helicopters,GEE-EM HELICOPTERS,Latvia,N
GRE,"",Air Scotland,GREECE AIRWAYS,Greece,N
GSV,"",Agrocentr-Avia,AGRAV,Kazakhstan,N
GSW,"",Sky Wings Airlines,"",Greece,N
GSY,"",Guard Systems,GUARD AIR,Norway,N
HAL,HA,Hawaiian Airlines,HAWAIIAN,United States,Y
HAV,"",Havilah Air Services,HAVILAH,Nigeria,N
HCP,"",Helicopter,HELI CZECH,Czech Republic,N
HGA,"",Hogan Air,HOGAN AIR,United States,N
HGK,N8,Fika Salaama Airlines,SALAAMA,Uganda,N
HKH,"",Air-Invest,HAWKHUNGARY,Hungary,N
HSP,"",International Jet Charter,HOSPITAL,United States,N
HTE,"",Midwest Helicopters De Mexico,HELICOPTERSMEXICO,Mexico,N
HTR,"",Holstenair Lubeck,HOLSTEN,Germany,N
HUS,"",Huessler Air Service,HUESSLER,United States,N
HUT,"",Aerotransportes Huitzilin,AEROHUITZILIN,Mexico,N
HVK,"",Turkish Air Force,TURKISH AIRFORCE,Turkey,Y
IBT,"",Ibertrans Aerea,IBERTRANS,Spain,N
IEA,"",Inter European Airways,"",United Kingdom,N
IMN,"",Aerotaxis Cimarron,TAXI CIMARRON,Mexico,N
IMR,"",Imaer,IMAER,Portugal,N
IMT,"",Imtrec Aviation,IMTREC,Cambodia,N
IMX,C4,Zimex Aviation,ZIMEX,Switzerland,N
ING,"",Aeroingenieria,AEROINGE,Chile,N
INU,"",Flyguppdraget Backamo,INSTRUCTOR,Sweden,N
IRA,IR,Iran Air,IRANAIR,Iran,Y
IRM,W5,Mahan Air,MAHAN AIR,Iran,Y
IRZ,"",Saha Airlines Services,SAHA,Iran,N
ITF,"",Avita-Servicos Aereos,AIR AVITA,Angola,N
ITU,"",Intervuelos,INTERLOS,Mexico,N
IXR,"",Ixair,X-BIRD,France,N
JAA,EG,Japan Asia Airways,ASIA,Japan,Y
JBA,JB,Helijet,HELIJET,Canada,Y
JBR,"",Job Air,JOBAIR,Czech Republic,N
JIM,"",Sark International Airways,SARK,United Kingdom,N
JJA,7C,Jeju Air,JEJU AIR,Republic of Korea,Y
JJP,"",Jetstar Japan ,ORANGE LINER,Japan,Y
JNH,"",M & N Aviation,JONAH,United States,N
JON,"",Johnsons Air,JOHNSONSAIR,Ghana,N
JTL,"",Jetall Holdings,FIREFLY,Canada,N
JTX,"",Jet Aspen Air Lines,JET ASPEN,United States,N
KDZ,"",Flightworks,KUDZU,United States,N
KHA,"",Kitty Hawk Aircargo,AIR KITTYHAWK,United States,N
KHH,"",Alexandria Airlines,"",Egypt,N
KHY,"",Khyber Afghan Airlines,KHYBER,Afghanistan,N
KIP,"",Kinnarps,KINNARPS,Sweden,N
KNG,"",King Aviation,KING,United Kingdom,N
KOA,"",Koanda Avacion,KOANDA,Spain,N
KOM,"",Kom Activity,COMJET,Netherlands,N
KOY,"",Araiavia,ALEKS,Kazakhstan,N
KRH,"",United Kingdom Royal VIP Flight,SPARROWHAWK,United Kingdom,N
KSZ,"",Sunrise Airways,"",Haiti,Y
KTC,"",Kyrgyz Trans Avia,DINARA,Kyrgyzstan,N
KWA,"",Vozdushnaya Academy,VOZAIR,Kazakhstan,N
KWY,"",Key Air,KeyAir,United States,N
KYR,"",Sky Aeronautical Services,SKY AERONAUTICAL,Mexico,N
KZA,"",Kurzemes Avio,"",Russia,N
LAN,LA,LAN Airlines,LAN,Chile,Y
LBL,L8,Line Blue,Bluebird,Germany,Y
LBW,"",Albatros Airways,ALBANWAYS,Albania,N
LDA,NG,Lauda Air,LAUDA AIR,Austria,Y
LEA,"",Unijet,LEADAIR,France,N
LGL,LG,Luxair,LUXAIR,Luxembourg,Y
LGT,"",Longtail Aviation,LONGTAIL,Bermuda,N
LHT,"",Lufthansa Technik,LUFTHANSA TECHNIK,Germany,N
LIQ,"",Lid Air,"",Sweden,N
LNG,"",Lockheed Martin Aeronautics Company,LIGHTNING,United States,N
LOF,AX,Trans States Airlines,WATERSKI,United States,Y
LXO,"",Luxor Air,"",Egypt,N
LZP,"",Air Ban,DOC AIR,Bulgaria,N
MCG,"",SOS Helikoptern Gotland,MEDICOPTER,Sweden,N
MDH,"",Madina Air,MADINA AIR,Libya,N
MEK,"",Med-Trans of Florida,MED-TRANS,United States,N
MGO,"",Punto Fa,MANGO,Spain,N
MGR,"",Magna Air,MAGNA AIR,Austria,N
MKS,"",Pimichikamac Air,MIKISEW,Canada,N
MLC,"",Malila Airlift,MALILA,Democratic Republic of the Congo,N
MNZ,"",Murmansk Aircompany,MURMAN AIR,Russia,N
MPH,MP,Martinair,MARTINAIR,Netherlands,Y
MPL,"",Master Planner,"",United States,N
MRL,"",Aeromorelos,AEROMORELOS,Mexico,N
MRZ,"",Medical Air Rescue Services,MARS,Zimbabwe,N
MSW,"",Master Airways,MASTER AIRWAYS,Serbia,N
MSX,"",Egyptair Cargo,EGYPTAIR CARGO,Egypt,N
MTJ,"",Metrojet,METROJET,Hong Kong SAR of China,N
MXO,"",Aerotaxi Mexicano,MAXAERO,Mexico,N
NAJ,"",North American Jet Charter Group,JET GROUP,United States,N
NCA,KZ,Nippon Cargo Airlines,NIPPON CARGO,Japan,N
NCE,"",Northcoast Executive Airlines,TOP HAT,United States,N
NER,"",Air Newark,NEWAIR,United States,N
NFC,"",North Atlantic Cargo,NORTH ATLANTIC,Norway,N
NFF,"",Aircraft Support and Services,"",Lebanon,N
NMI,LW,Pacific Wings,TSUNAMI,United States,Y
NOT,"",Linea Aerea Costa Norte,COSTA NORTE,Chile,N
NPO,"",Novosibirsk Aviation Production Association,NOVSIB,Russia,N
NRL,"",Nolinor Aviation,NOLINOR,Canada,N
NTH,"",Hokkaido Air System,NORTH AIR,Japan,N
NTM,"",North American Airlines,NORTHAM,Canada,Y
NVK,"",Nizhnevartovskavia,VARTOSKAVIA,Russia,N
NVP,"",Navegacao Aerea De Portugal,"",Portugal,N
NWW,"",North West Airlines,HALANT,Australia,N
NXB,XB,NEXT Brasil,XB,Brazil,Y
OAI,"",Orbit International Airlines,OA,United States,Y
OLC,"",Solar Cargo,SOLARCARGO,Venezuela,N
OME,MR,Homer Air,"",Germany,Y
OOM,Z4,Zoom Airlines,ZOOM,Canada,Y
ORE,"",Orange Aviation,ORANGE AVIATION,Israel,N
OUL,"",Air Atonabee,CITY EXPRESS,Canada,N
OWL,"",Miami Valley Aviation,NIGHT OWL,United States,N
PBU,8Y,Air Burundi,AIR-BURUNDI,Burundi,N
PCV,"",Pacific Aviation (Australia),PACAV,Australia,N
PDQ,"",PDQ Air Charter,DISPATCH,United States,N
PDR,"",COMAV,SPEEDSTER,Namibia,N
PEV,"",Pegasus Aviation,PEGAVIATION,Greece,N
PHO,"",L&L Flygbildteknik,PHOTOFLIGHT,Sweden,N
PKZ,"",Prime Aviation,PRAVI,Kazakhstan,N
PLI,PL,Aeroper,Aeroperu,Peru,Y
PMK,3D,Palair Macedonia,"",Macedonia,N
PNP,"",Pineapple Air,PINEAPPLE AIR,Bahamas,N
PNS,"",Survey Udara (Penas),PENAS,Indonesia,N
PPQ,"",Personas Y Pasquetes Por Air,PERSONSPAQ,Mexico,N
PRA,"",Pars Aviation Service,PARSAVIA,Iran,N
PRT,"",Atlantic Coast Jet,PATRIOT,United States,N
PYA,"",Pouya Air,"",Iran,Y
PYB,0P,All America BOPY,BOPY,Paraguay,Y
QNK,N2,Kabo Air,KABO,Nigeria,N
QNT,"",Qanot Sharq,QANAT SHARQ,Uzbekistan,N
RBU,4Y,Airbus France,AIRBUS FRANCE,France,N
RBV,"",Air Roberval,AIR ROBERVAL,Canada,N
RCF,"",Aeroflot-Cargo,AEROFLOT-CARGO,Russia,N
RCI,"",Air Cassai,AIR CASSAI,Angola,N
RFF,"",Russian Federation Air Force,RUSSIAN AIRFORCE,Russia,N
RGG,1E,TransRussiaAirlines,"",Russia,Y
RIS,"",Aeris Gestion,AERIS,Spain,N
RLM,"",Royal American Airways,ROYAL AMERICAN,United States,N
RLV,"",Real Aviation,REAL,Ghana,N
RPH,RH,Republic Express Airlines,PUBLIC EXPRESS,Indonesia,Y
RRU,"",Cirrus,HELICIRRUS,Chile,N
RRY,"",Tbilisi Aviation University,AIRFERRY,Georgia,N
RSR,BF,Aero-Service,CONGOSERV,Republic of the Congo,Y
RSS,"",Rossair,ROSS CHARTER,South Africa,N
RXX,"",Express Air Charter,REX AIR,Canada,N
RYA,"",Ryan Air Services,RYAN AIR,United States,Y
RYZ,"",Ryazan State Air Enterprise,RYAZAN AIR,Russia,N
SAI,NL,Shaheen Air International,SHAHEEN AIR,Pakistan,Y
SAT,SP,SATA Air Acores,SATA,Portugal,Y
SBD,S8,Snowbird Airlines,"",Finland,Y
SBF,"",Seven Bar Flying Service,S-BAR,United States,N
SBM,"",Sky Bahamas,SKY BAHAMAS,Bahamas,N
SCU,"",Air Scorpio,SCORPIO UNIVERS,Bulgaria,N
SDB,"",Sukhoi Design Bureau Company,SU-CRAFT,Russia,N
SDL,"",Skydrift,SKYDRIFT,United Kingdom,N
SFF,"",Safewings Aviation Company,SWIFTWING,United States,N
SFL,"",Southflight Aviation,SOUTHFLIGHT,New Zealand,N
SGM,"",Sky Aircraft Service,SIGMA,Netherlands,N
SGR,W9,Eastwind Airlines,STINGER,United States,N
SHR,"",Shooter Air Courier,SHOOTER,Canada,N
SJM,7R,Svyaz Rossiya,RussianConnecty,Russia,Y
SKR,"",Skyscapes Air Charters,SKYSCAPES,South Africa,N
SMK,"",Semeyavia,ERTIS,Kazakhstan,N
SOP,"",Solinair,SOLINAIR,Slovenia,N
SSF,"",Severstal,SEVERSTAL,Russia,N
SSK,"",Skystar International,SKYSTAR,United States,N
SSP,"",Starspeed,STARSPEED,United Kingdom,N
STR,"",Red Star,STARLINE,United Arab Emirates,N
SUG,"",Sunu Air,SUNU AIR,Senegal,N
SUS,EZ,Sun Air of Scandinavia,SUNSCAN,Denmark,N
SVH,"",Sterling Helicopters,SILVER,United Kingdom,N
SVO,"",Servicios Aeronauticos De Oriente,SERVIORIENTE,Mexico,N
SVY,"",Cooper Aerial Surveys,SURVEYOR,United Kingdom,N
SWH,"",Adler Aviation,SHOCKWAVE,Canada,N
SWI,"",Sunworld Airlines,SUNWORLD,United States,N
SXE,"",Southeast Express Airlines,DOGWOOD EXPRESS,United States,N
SZL,"",Swaziland Airlink,SWAZILINK,Swaziland,N
TAV,"",Compania de Servicios Aereos Tavisa,TAVISA,Spain,N
TCH,"",Transcontinental Air,TRANS GULF,Bahrain,N
TFI,"",Transport Facilitators,"",United States,N
THM,"",Airmark Aviation,THAI AIRMARK,Thailand,N
THU,"",Thunder Airlines,AIR THUNDER,Canada,N
TIL,"",Tajikistan International Airlines,TIL,Tajikistan,Y
TNT,"",Trans North Turbo Air,TRANS NORTH,Canada,N
TOH,"",Air Tomisko,TOMISKO CARGO,Serbia,N
TPS,"",TAPSA Transportes Aereos Petroleros,TAPSA,Argentina,N
TQN,"",Taquan Air Services,TAQUAN,United States,N
TQR,"",Transportacion Aerea De Queretaro,TRANSQUERETARO,Mexico,N
TRJ,"",Trans Euro Air,HIGH TIDE,United Kingdom,N
TRO,"",Tropic Airlines-Air Molokai,MOLOKAI,United States,N
TRR,"",Tramson Limited,TRAMSON,Sudan,N
TVS,QS,Travel Service,SKYTRAVEL,Czech Republic,Y
TWN,EC,Avialeasing Aviation Company,TWINARROW,Uzbekistan,Y
TZK,"",Tajikstan,TAJIKSTAN,Tajikistan,N
UBD,4H,United Airways,UNITED BANGLADESH,Bangladesh,Y
UCA,C5,CommutAir,COMMUTAIR,United States,Y
UDA,"",Psudiklat Perhubungan Udara/PLP,UDARA,Indonesia,N
UDN,"",Dniproavia,DNIEPRO,Ukraine,Y
UNJ,"",Universal Jet,PROJET,Spain,N
UTY,QQ,Alliance Airlines,UNITY,Australia,Y
UVA,"",Universal Airways,UNIVERSAL,United States,N
VBW,2J,Air Burkina,BURKINA,Burkina Faso,Y
VCM,"",Volare Air Charter Company,CARMEN,United States,N
VCV,V0,Conviasa,CONVIASA,Venezuela,Y
VHM,"",VHM Schul-und-Charterflug,EARLY BIRD,Germany,N
VIE,"",VIP Empresarial,VIP EMPRESARIAL,Mexico,N
VIZ,"",Aerovis Airlines,AEROVIZ,Ukraine,N
VLV,"",Avialift Vladivostok,VLADLIFT,Russia,N
VOL,"",Blue Chip Jet,BLUE SPEED,Sweden,N
VPB,"",Veteran Air,VETERAN,Ukraine,N
VRI,"",Aerotaxi Villa Rica,VILLARICA,Mexico,N
VSA,"",Avstar Aviation,STARBIRD,South Africa,N
VVC,5Z,VivaColombia,"",Colombia,Y
VVM,ZG,Viva Macau,JACKPOT,Macao,Y
VYT,"",RAF Valley Flying Training Unit,ANGLESEY,United Kingdom,N
WAU,WU,Wizz Air Ukraine,WIZZAIR UKRAINE,Ukraine,Y
WFX,"",Westfalia Express VA,"",Germany,Y
WTC,"",Weasua Air Transport Company,WATCO,Liberia,N
XAS,"",PHH Aviation System,"",United States,N
XAT,"",AT and T Aviation Division,"",United States,N
XBO,"",Baseops International,"",United States,N
XGW,"",Global Weather Dynamics,"",United States,N
XKA,"",Kavouras Inc,"",United States,N
YZR,Y8,Yangtze River Express,YANGTZE RIVER,China,N
Z9H,Z0,All Argentina Express,"",Argentina,Y
ZAS,"",ZAS Airlines of Egypt,ZAS AIRLINES,Egypt,N
ZBA,"",Boskovic Air Charters Limited,BOSKY,Kenya,N
ZXY,ZX,Japan Regio,"",Japan,Y
\\'\\,\\',Jayrow,"",Australia,Y
1Y,"",Electronic Data Systems,"","",N
AAU,"",Australia Asia Airlines,AUSTASIA,Australia,N
ABM,"",Aero Albatros,ALBATROS ESPANA,Spain,N
ACF,"",Centro de Formacion Aeronautica de Canarias,FORCAN,Spain,N
ACQ,N6,Nuevo Continente,AERO CONTINENTE,Peru,N
AEC,"",Aerocesar, Aerovias Del Cesar,AEROCESAR,N
AED,"",Aerotrans Airlines,"",Russia,N
AEK,"",Aerocon,AEROCON,Bolivia,N
AFE,"",Airfast Indonesia,AIRFAST,Indonesia,N
AHE,"",Airport Helicopter Basel, Muller & Co.,AIRPORT HELICOPTER,N
AHK,LD,Air Hong Kong,AIR HONG KONG,Hong Kong,N
AIA,U3,Avies,AVIES,Estonia,Y
AJM,JM,Air Jamaica,JAMAICA,Jamaica,Y
AJO,"",Aeroejecutivo,AEROEXO,Mexico,N
AKB,"",Aktjubavia,KARAB,Kazakhstan,N
ALK,UL,SriLankan Airlines,SRILANKAN,Sri Lanka,Y
ALU,"",Air Luxor STP,LUXORJET,Sao Tome and Principe,N
ALX,EO,Hewa Bora Airways,ALLCONGO,Democratic Republic of the Congo,N
AOE,"",Air One Executive, ,Italy,N
APM,"",Airpac, Inc.,ALASKA PACIFIC,N
ARA,W3,Arik Air,ARIK AIR,Nigeria,N
ARZ,"",Air Resorts,AIR RESORTS,United States,N
ASA,AS,Alaska Airlines, Inc.,ALASKA,Y
ASM,"",Awesome Flight Services (PTY) Ltd.,AWESOME,South Africa,N
ATB,"",Atlantair Ltd.,STARLITE,Canada,N
AUM,"",Air Atlantic Uruguay,ATLAMUR,Uruguay,N
AVH,"",AV8 Helicopters,KENT HELI,United Kingdom,N
AXX,"",Avioimpex A.D.p.o.,IMPEX,Macedonia,N
AYT,"",Ayeet Aviation & Tourism,AYEET,Israel,N
BAZ,"",BAE Systems Flight Training,"",Australia,N
BBZ,"",Blue Bird Aviation,COBRA,Kenya,N
BCC,8B,BusinessAir,"",Thailand,Y
BCV,"",Business Aviation Center,BUSINESS AVIATION,Ukraine,N
BDM,"",Air Bandama,BANDAMA,Ivory Coast,N
BEA,"",Best Aviation Ltd,BEST AIR,Bangladesh,N
BFN,"",Compangnie Nationale Naganagani,"",Burkina Faso,N
BGI,"",British Gulf International,BRITISH GULF,S,N
BGM,"",Bugulma Air Enterprise,BUGAVIA,Russia,N
BIV,"",Aviaservice,AVIASERVICE,Georgia,N
BKA,B4,Bankair,BANKAIR,United States,N
BMH,"",Bristow Masayu Helicopters,MASAYU,Indonesia,N
BML,5Z,Bismillah Airlines,BISMILLAH,Bangladesh,N
BNX,KG,LAI - Linea Aerea IAACA,AIR BARINAS,Venezuela,N
BOT,BP,Air Botswana,BOTSWANA,Botswana,Y
BOX,"",Tiphook PLC,BOX,United Kingdom,N
BRK,"",Briansk State Air Enterprise,BRIANSK-AVIA,Russia,N
BRL,"",Air Brasd'or,BRASD'OR,Canada,N
BRS,"",Brazilian Air Force,BRAZILIAN AIR FORCE,Brazil,Y
BRU,B2,Belavia Belarusian Airlines,BELARUS AVIA,Belarus,Y
BSJ,"",Blue Swann Aviation,BLUE SWANN,United Kingdom,N
BSP,"",Global Airways,"",Democratic Republic of Congo,N
BST,"",Best Air,TUNCA,Turkey,N
BTR,"",Botir-Avia,BOTIR-AVIA,Kyrgyzstan,N
BTS,"",Aerotaxis Albatros,AEROLINEAS ALBATROS,Mexico,N
BTT,"",BT-Slavuta,BEETEE-SLAVUTA,Ukraine,N
BYE,BM,Bayu Indonesia Air,BAYU,Indonesia,N
BZE,GB,BRAZIL AIR,BRAZIL AIR,Brazil,Y
CBB,"",Cheboksary Airenterprise JSC,CHEBAIR,Russia,N
CBI,"",CABI,CABI,Ukraine,N
CBL,"",Cumberland Airways (Nicholson Air Service),CUMBERLAND,United States,N
CCK,"",Flight Trac,CABLE CHECK,United States,N
CCQ,"",Capital City Air Carriers,CAP CITY,United States,N
CET,"",Centrafrican Airlines,CENTRAFRICAIN,Central African Republic,N
CFF,"",Aerofan,AEROFAN,Spain,N
CFL,"",Swedish Airlines,SWEDISH,Sweden,N
CFP,"",Compania de Aviacion Faucett,"",Peru,N
CFS,EM,Empire Airlines,EMPIRE AIR,United States,N
CGL,"",Seagle Air,SEAGLE,Slovakia,N
CGU,"",Chinguetti Airlines,CHINGUETTI,Mauritania,N
CIP,"",City-Air Germany,"",Germany,N
CMP,CM,Copa Airlines,COPA,Panama,Y
CMS,"",Commercial Aviation,ACCESS,Canada,N
CNJ,"",Nanjing Airlines,NINGHANG,China,N
COF,"",Confort Air,CONFORT,Canada,N
CON,"",Continental Oil,CONOCO,United States,N
COT,"",Cottesmore Flying Training Unit,COTTESMORE,United Kingdom,N
CPD,"",Capital Airlines,CAPITAL DELTA,Kenya,N
CRQ,"",Air Creebec,CREE,Canada,N
CRW,"",Crownair,REGAL,Canada,N
CSY,"",Shuangyang General Aviation,SHUANGYANG,China,N
CTR,"",Aerlineas Centauro,CENTAURO,Mexico,N
CUI,"",Cancun Air,CAN-AIR,Mexico,N
CUO,"",Aerocuahonte,CUAHONTE,Mexico,N
CVE,"",Cabo Verde Express,KABEX,Cape Verde,N
CWS,KT,California Western,"",United States,N
CYG,"",Yana Airlines,VICAIR,Cambodia,N
DCS,"",Daimler Chrysler Aviation,TWIN STAR,Germany,N
DEI,"",Ecoair,"",Algeria,N
DHA,"",Dahla Airlines,"",Democratic Republic of Congo,N
DIP,"",Diplomatic Freight Services,DIPFREIGHT,United Kingdom,N
DIS,"",Di Air,DI AIR,Serbia,N
DJE,"",Durango Jet,DURANGO JET,Mexico,N
DNL,"",Dutch Antilles Express,DUTCH ANTILLES,Netherlands Antilles,Y
DRB,"",Didier Rousset Buy,DIDIER,Chile,N
DTV,"",Centre Airlines,DUTCH VALLEY,United States,N
DTY,"",Destiny Air Services,DESTINY,Sierra Leone,N
DWW,"",Jet Courier Service,DON JUAN,United States,N
DYE,"",Dynamic Air,DYNAMIC,Netherlands,N
EAC,"",Executive Air Charter,EXECAIR,United States,N
EAE,"",Aeroservicios Ecuatorianos,AECA,Ecuador,N
EAQ,"",Eastern Australia Airlines,"",Australia,N
EAX,"",Eastern Air Executive,EASTEX,United Kingdom,N
